station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
NYC,2015-01-03 23:51,37.04,35.06,92.46,M,5.00,0.06,30.38,1027.90,2.50,M,OVC,M,M,M,400.00,M,M,M,RA BR,M,M,M,M,M,M,32.38,KNYC 032351Z AUTO VRB05KT 2 1/2SM RA BR OVC004 03/02 A3038 RMK AO2 UPB38E40 SLP279 P0006 60040 T00280017 10028 20011 56016 $
NYC,2015-01-04 00:28,37.94,35.06,89.25,80.00,5.00,0.07,30.34,M,3.00,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,M,M,M,33.45,KNYC 040028Z AUTO 08005KT 3SM -RA BR OVC004 03/02 A3034 RMK AO2 P0007 T00330017 $
NYC,2015-01-04 00:35,37.94,35.06,89.25,70.00,5.00,0.08,30.33,M,2.00,M,OVC,M,M,M,400.00,M,M,M,RA BR,M,M,M,M,M,M,33.45,KNYC 040035Z AUTO 07005KT 2SM RA BR OVC004 03/02 A3033 RMK AO2 P0008 T00330017 $
NYC,2015-01-04 00:51,39.02,35.96,88.66,M,5.00,0.12,30.32,1025.90,2.00,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,M,M,M,34.73,KNYC 040051Z AUTO VRB05KT 2SM -RA BR OVC004 04/02 A3032 RMK AO2 SLP259 P0012 T00390022 $
NYC,2015-01-04 01:34,39.02,35.96,88.66,80.00,6.00,0.01,30.28,M,3.00,M,OVC,M,M,M,300.00,M,M,M,-RA BR,M,M,M,M,M,M,33.98,KNYC 040134Z AUTO 08006KT 3SM -RA BR OVC003 04/02 A3028 RMK AO2 P0001 T00390022 $
NYC,2015-01-04 01:51,39.92,37.04,89.34,60.00,8.00,0.03,30.26,1023.80,2.50,M,OVC,M,M,M,300.00,M,M,M,-RA BR,M,M,M,M,M,M,33.87,KNYC 040151Z AUTO 06008KT 2 1/2SM -RA BR OVC003 04/03 A3026 RMK AO2 PRESFR SLP238 P0003 T00440028 $
NYC,2015-01-04 01:59,39.92,37.04,89.34,70.00,4.00,T,30.26,M,3.00,M,OVC,M,M,M,300.00,M,M,M,-RA BR,M,M,M,M,M,M,36.67,KNYC 040159Z AUTO 07004KT 3SM -RA BR OVC003 04/03 A3026 RMK AO2 P0000 T00440028 $
NYC,2015-01-04 02:10,39.92,37.04,89.34,70.00,5.00,0.01,30.25,M,2.50,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,M,M,M,35.80,KNYC 040210Z AUTO 07005KT 2 1/2SM -RA BR OVC004 04/03 A3025 RMK AO2 P0001 T00440028 $
NYC,2015-01-04 02:38,39.92,37.04,89.34,70.00,7.00,0.05,30.22,M,4.00,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,M,M,M,34.43,KNYC 040238Z AUTO 07007KT 4SM -RA BR OVC004 04/03 A3022 RMK AO2 PRESFR P0005 T00440028 $
NYC,2015-01-04 02:51,39.92,37.94,92.56,80.00,7.00,0.06,30.20,1021.90,3.00,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,M,M,M,34.43,KNYC 040251Z AUTO 08007KT 3SM -RA BR OVC004 04/03 A3020 RMK AO2 PRESFR SLP219 P0006 60021 T00440033 57059 $
NYC,2015-01-04 03:14,41.00,37.94,88.76,70.00,5.00,0.02,30.19,M,2.00,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,M,M,M,37.08,KNYC 040314Z AUTO 07005KT 2SM -RA BR OVC004 05/03 A3019 RMK AO2 P0002 T00500033 $
NYC,2015-01-04 03:51,41.00,37.94,88.76,M,6.00,0.05,30.16,1020.50,2.50,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,36.37,KNYC 040351Z AUTO VRB06KT 2 1/2SM BR OVC004 05/03 A3016 RMK AO2 RAE42 SLP205 P0005 T00500033 $
NYC,2015-01-04 04:08,41.00,37.94,88.76,60.00,7.00,T,30.15,M,4.00,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,35.75,KNYC 040408Z AUTO 06007KT 030V090 4SM BR OVC004 05/03 A3015 RMK AO2 RAB0354E06 P0000 T00500033 $
NYC,2015-01-04 04:29,41.00,39.02,92.59,70.00,7.00,0.01,30.12,M,2.00,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,35.75,KNYC 040429Z AUTO 07007KT 2SM BR OVC004 05/04 A3012 RMK AO2 RAB0354E06 PRESFR P0001 T00500039 $
NYC,2015-01-04 04:51,42.08,39.02,88.81,70.00,6.00,0.02,30.11,1018.70,3.00,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,M,M,M,37.67,KNYC 040451Z AUTO 07006KT 3SM -RA BR OVC004 06/04 A3011 RMK AO2 RAB0354E06B36 SLP187 P0002 T00560039 400560006 $
NYC,2015-01-04 05:11,42.08,39.02,88.81,M,6.00,0.05,30.09,M,2.50,M,OVC,M,M,M,400.00,M,M,M,RA BR,M,M,M,M,M,M,37.67,KNYC 040511Z AUTO VRB06KT 2 1/2SM RA BR OVC004 06/04 A3009 RMK AO2 P0005 T00560039 $
NYC,2015-01-04 05:39,42.08,39.92,91.98,M,4.00,0.15,30.06,M,3.00,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,M,M,M,39.19,KNYC 040539Z AUTO VRB04KT 3SM -RA BR OVC004 06/04 A3006 RMK AO2 PRESFR P0015 T00560044 $
NYC,2015-01-04 05:51,42.08,39.92,91.98,40.00,3.00,0.16,30.06,1017.10,5.00,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,M,M,M,40.21,KNYC 040551Z AUTO 04003KT 5SM -RA BR OVC004 06/04 A3006 RMK AO2 SLP171 P0016 60044 T00560044 10056 20028 58048 $
NYC,2015-01-04 06:35,42.98,41.00,92.65,70.00,4.00,0.02,30.04,M,2.50,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,M,M,M,40.24,KNYC 040635Z AUTO 07004KT 2 1/2SM -RA BR OVC004 06/05 A3004 RMK AO2 RAE0557B15 P0002 T00610050 $
NYC,2015-01-04 06:51,42.98,41.00,92.65,M,3.00,0.02,30.02,1015.80,2.50,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,M,M,M,41.24,KNYC 040651Z AUTO VRB03KT 2 1/2SM -RA BR OVC004 06/05 A3002 RMK AO2 RAE0557B15 SLP158 P0002 T00610050 $
NYC,2015-01-04 07:02,42.98,41.00,92.65,70.00,4.00,T,30.02,M,3.00,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,40.24,KNYC 040702Z AUTO 07004KT 3SM BR OVC004 06/05 A3002 RMK AO2 RAE0658 P0000 T00610050 $
NYC,2015-01-04 07:22,42.98,39.92,88.85,70.00,3.00,T,30.02,M,2.00,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,M,M,M,41.24,KNYC 040722Z AUTO 07003KT 2SM -RA BR OVC004 06/04 A3002 RMK AO2 RAE0658B13 P0000 T00610044 $
NYC,2015-01-04 07:29,42.98,41.00,92.65,0.00,0.00,0.01,30.02,M,1.50,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,M,M,M,42.98,KNYC 040729Z AUTO 00000KT 1 1/2SM -RA BR OVC004 06/05 A3002 RMK AO2 RAE0658B13 P0001 T00610050 $
NYC,2015-01-04 07:51,42.98,39.92,88.85,360.00,3.00,0.01,30.00,1015.10,1.25,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,41.24,KNYC 040751Z AUTO 36003KT 1 1/4SM BR OVC004 06/04 A3000 RMK AO2 RAE0658B13E34 SLP151 P0001 T00610044 $
NYC,2015-01-04 08:08,42.98,41.00,92.65,0.00,0.00,0.00,30.00,M,2.50,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,42.98,KNYC 040808Z AUTO 00000KT 2 1/2SM BR OVC004 06/05 A3000 RMK AO2 T00610050 $
NYC,2015-01-04 08:28,42.08,39.92,91.98,0.00,0.00,0.00,30.00,M,0.75,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,42.08,KNYC 040828Z AUTO 00000KT 3/4SM BR OVC004 06/04 A3000 RMK AO2 T00560044 $
NYC,2015-01-04 08:40,42.08,39.92,91.98,0.00,0.00,0.00,30.00,M,1.25,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,42.08,KNYC 040840Z AUTO 00000KT 1 1/4SM BR OVC004 06/04 A3000 RMK AO2 T00560044 $
NYC,2015-01-04 08:51,41.00,39.92,95.90,0.00,0.00,0.00,29.99,1014.90,1.50,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,41.00,KNYC 040851Z AUTO 00000KT 1 1/2SM BR OVC004 05/04 A2999 RMK AO2 SLP149 60003 T00500044 56022 $
NYC,2015-01-04 09:12,42.08,39.92,91.98,0.00,0.00,0.00,29.99,M,0.75,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,42.08,KNYC 040912Z AUTO 00000KT 3/4SM BR OVC004 06/04 A2999 RMK AO2 T00560044 $
NYC,2015-01-04 09:20,42.08,39.92,91.98,0.00,0.00,0.00,29.98,M,2.00,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,42.08,KNYC 040920Z AUTO 00000KT 2SM BR OVC004 06/04 A2998 RMK AO2 T00560044 $
NYC,2015-01-04 09:35,41.00,39.02,92.59,0.00,0.00,0.00,29.99,M,1.50,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,41.00,KNYC 040935Z AUTO 00000KT 1 1/2SM BR OVC004 05/04 A2999 RMK AO2 T00500039 $
NYC,2015-01-04 09:44,42.08,39.92,91.98,300.00,3.00,0.00,29.99,M,2.50,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,40.21,KNYC 040944Z AUTO 30003KT 2 1/2SM BR OVC004 06/04 A2999 RMK AO2 T00560044 $
NYC,2015-01-04 09:51,42.08,39.92,91.98,0.00,0.00,0.00,29.98,1014.50,3.00,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,42.08,KNYC 040951Z AUTO 00000KT 3SM BR OVC004 06/04 A2998 RMK AO2 SLP145 T00560044 $
NYC,2015-01-04 10:00,42.98,41.00,92.65,M,3.00,0.00,29.97,M,2.50,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,41.24,KNYC 041000Z AUTO VRB03KT 2 1/2SM BR OVC004 06/05 A2997 RMK AO2 T00610050 $
NYC,2015-01-04 10:09,44.96,42.08,89.56,M,5.00,0.00,29.96,M,3.00,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,41.79,KNYC 041009Z AUTO VRB05KT 3SM BR OVC004 07/06 A2996 RMK AO2 T00720056 $
NYC,2015-01-04 10:22,44.06,42.08,92.69,M,4.00,T,29.97,M,4.00,M,OVC,M,M,M,500.00,M,M,M,-RA BR,M,M,M,M,M,M,41.50,KNYC 041022Z AUTO VRB04KT 4SM -RA BR OVC005 07/06 A2997 RMK AO2 RAB19 P0000 T00670056 $
NYC,2015-01-04 10:51,44.96,42.98,92.72,M,6.00,0.01,29.97,1014.00,5.00,17.00,OVC,M,M,M,500.00,M,M,M,-RA BR,M,M,M,M,M,M,41.14,KNYC 041051Z AUTO VRB06G17KT 5SM -RA BR OVC005 07/06 A2997 RMK AO2 RAB19 SLP140 P0001 T00720061 $
NYC,2015-01-04 11:51,44.96,42.08,89.56,M,5.00,T,29.96,1013.80,9.00,17.00,BKN,OVC,M,M,700.00,7000.00,M,M,M,M,M,M,M,M,M,41.79,KNYC 041151Z AUTO VRB05G17KT 9SM BKN007 OVC070 07/06 A2996 RMK AO2 RAE1056 SLP138 P0000 60004 70089 T00720056 10072 20050 56010 $
NYC,2015-01-04 12:51,44.06,41.00,88.90,250.00,7.00,0.04,29.95,1013.40,8.00,15.00,BKN,OVC,M,M,800.00,6000.00,M,M,M,M,M,M,M,M,M,39.48,KNYC 041251Z AUTO 25007G15KT 8SM BKN008 OVC060 07/05 A2995 RMK AO2 RAB1159E47 SLP134 P0004 T00670050 $
NYC,2015-01-04 13:51,44.96,41.00,85.90,230.00,5.00,0.00,29.93,1012.80,10.00,15.00,BKN,BKN,OVC,M,900.00,5500.00,11000.00,M,M,M,M,M,M,M,M,41.79,KNYC 041351Z AUTO 23005G15KT 10SM BKN009 BKN055 OVC110 07/05 A2993 RMK AO2 SLP128 T00720050 $
NYC,2015-01-04 14:01,44.96,41.00,85.90,0.00,0.00,T,29.93,M,7.00,M,SCT,SCT,OVC,M,900.00,5500.00,11000.00,M,-RA,M,M,M,M,M,M,44.96,KNYC 041401Z AUTO 00000KT 7SM -RA SCT009 SCT055 OVC110 07/05 A2993 RMK AO2 RAB1356 P0000 T00720050 $
NYC,2015-01-04 14:44,46.04,42.98,88.99,M,4.00,T,29.91,M,10.00,M,BKN,OVC,M,M,1100.00,11000.00,M,M,M,M,M,M,M,M,M,43.82,KNYC 041444Z AUTO VRB04KT 10SM BKN011 OVC110 08/06 A2991 RMK AO2 RAB1356E37 P0000 T00780061 $
NYC,2015-01-04 14:51,46.04,42.98,88.99,M,4.00,T,29.90,1011.60,10.00,M,BKN,OVC,M,M,1100.00,12000.00,M,M,M,M,M,M,M,M,M,43.82,KNYC 041451Z AUTO VRB04KT 10SM BKN011 OVC120 08/06 A2990 RMK AO2 RAB1356E37 SLP116 P0000 60004 T00780061 58022 $
NYC,2015-01-04 15:36,46.94,44.06,89.65,M,4.00,0.01,29.88,M,10.00,M,OVC,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,44.87,KNYC 041536Z AUTO VRB04KT 10SM OVC009 08/07 A2988 RMK AO2 P0001 T00830067 $
NYC,2015-01-04 15:51,46.94,44.06,89.65,M,6.00,0.01,29.88,1010.90,10.00,16.00,OVC,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,43.52,KNYC 041551Z AUTO VRB06G16KT 10SM OVC009 08/07 A2988 RMK AO2 SLP109 P0001 T00830067 $
NYC,2015-01-04 16:51,50.00,46.94,89.17,240.00,7.00,0.00,29.83,1009.30,10.00,15.00,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,46.72,KNYC 041651Z AUTO 24007G15KT 140V290 10SM OVC007 10/08 A2983 RMK AO2 PRESRR SLP093 T01000083 $
NYC,2015-01-04 17:22,48.92,46.94,92.84,M,6.00,0.00,29.78,M,6.00,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,45.91,KNYC 041722Z AUTO VRB06KT 6SM BR OVC004 09/08 A2978 RMK AO2 T00940083 $
NYC,2015-01-04 17:43,51.08,48.02,89.22,270.00,8.00,0.00,29.79,M,7.00,19.00,OVC,M,M,M,600.00,M,M,M,M,M,M,M,M,M,M,51.08,KNYC 041743Z AUTO 27008G19KT 240V310 7SM OVC006 11/09 A2979 RMK AO2 CIG 003V009 T01060089 $
NYC,2015-01-04 17:51,50.00,46.94,89.17,270.00,7.00,0.00,29.78,1007.60,5.00,M,BKN,OVC,M,M,400.00,800.00,M,M,BR,M,M,M,M,M,M,46.72,KNYC 041751Z AUTO 27007KT 5SM BR BKN004 OVC008 10/08 A2978 RMK AO2 SLP076 60005 T01000083 10106 20067 56034 $
NYC,2015-01-04 18:51,50.00,48.02,92.87,M,4.00,0.00,29.77,1007.20,5.00,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,48.44,KNYC 041851Z AUTO VRB04KT 5SM BR OVC004 10/09 A2977 RMK AO2 SLP072 T01000089 $
NYC,2015-01-04 19:13,51.08,48.02,89.22,M,3.00,0.00,29.77,M,7.00,M,OVC,M,M,M,500.00,M,M,M,M,M,M,M,M,M,M,51.08,KNYC 041913Z AUTO VRB03KT 7SM OVC005 11/09 A2977 RMK AO2 CIG 004V009 T01060089 $
NYC,2015-01-04 19:51,51.98,48.92,89.26,230.00,7.00,0.00,29.74,1006.30,9.00,15.00,OVC,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,51.98,KNYC 041951Z AUTO 23007G15KT 170V260 9SM OVC009 11/09 A2974 RMK AO2 SLP063 T01110094 $
NYC,2015-01-04 20:22,53.06,48.92,85.78,220.00,7.00,0.00,29.74,M,10.00,M,SCT,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,53.06,KNYC 042022Z AUTO 22007KT 180V260 10SM SCT010 12/09 A2974 RMK AO2 T01170094 $
NYC,2015-01-04 20:51,53.96,48.92,M,M,M,0.00,29.73,1005.90,10.00,M,FEW,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,KNYC 042051Z AUTO 10SM FEW013 12/09 A2973 RMK AO2 SLP059 T01220094 58017 $
NYC,2015-01-04 21:51,55.04,50.00,83.08,M,6.00,0.00,29.70,1004.90,10.00,M,FEW,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,55.04,KNYC 042151Z AUTO VRB06KT 10SM FEW075 13/10 A2970 RMK AO2 SLP049 T01280100 $
NYC,2015-01-04 22:51,55.04,50.00,83.08,M,4.00,0.00,29.68,1004.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.04,KNYC 042251Z AUTO VRB04KT 10SM CLR 13/10 A2968 RMK AO2 SLP043 T01280100 $
NYC,2015-01-04 23:30,55.94,50.00,80.40,250.00,6.00,0.00,29.71,M,10.00,M,BKN,OVC,M,M,1600.00,9000.00,M,M,M,M,M,M,M,M,M,55.94,KNYC 042330Z AUTO 25006KT 10SM BKN016 OVC090 13/10 A2971 RMK AO2 T01330100 $
NYC,2015-01-04 23:39,55.04,50.00,83.08,M,4.00,0.00,29.71,M,10.00,M,BKN,OVC,M,M,1400.00,1800.00,M,M,M,M,M,M,M,M,M,55.04,KNYC 042339Z AUTO VRB04KT 10SM BKN014 OVC018 13/10 A2971 RMK AO2 T01280100 $
NYC,2015-01-04 23:51,55.04,50.00,83.08,M,6.00,0.00,29.72,1005.40,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,55.04,KNYC 042351Z AUTO VRB06KT 10SM OVC016 13/10 A2972 RMK AO2 SLP054 T01280100 10133 20100 55004 $
NYC,2015-01-05 00:51,53.06,50.00,89.31,250.00,5.00,0.01,29.71,1005.10,5.00,M,SCT,OVC,M,M,1700.00,2300.00,M,M,-RA BR,M,M,M,M,M,M,53.06,KNYC 050051Z AUTO 25005KT 5SM -RA BR SCT017 OVC023 12/10 A2971 RMK AO2 RAB37 SLP051 P0001 T01170100 $
NYC,2015-01-05 01:18,53.06,50.00,89.31,M,6.00,0.01,29.72,M,6.00,M,SCT,BKN,OVC,M,2500.00,3500.00,4200.00,M,-RA BR,M,M,M,M,M,M,53.06,KNYC 050118Z AUTO VRB06KT 6SM -RA BR SCT025 BKN035 OVC042 12/10 A2972 RMK AO2 PRESRR P0001 T01170100 $
NYC,2015-01-05 01:51,53.06,48.02,82.94,M,4.00,0.05,29.72,1005.60,8.00,16.00,OVC,M,M,M,4500.00,M,M,M,-RA,M,M,M,M,M,M,53.06,KNYC 050151Z AUTO VRB04G16KT 8SM -RA OVC045 12/09 A2972 RMK AO2 SLP056 P0005 T01170089 $
NYC,2015-01-05 02:51,51.98,44.96,76.88,290.00,7.00,0.01,29.76,1006.80,10.00,19.00,OVC,M,M,M,7000.00,M,M,M,-RA,M,M,M,26.00,290.00,2015-01-05 02:33,51.98,KNYC 050251Z AUTO 29007G19KT 10SM -RA OVC070 11/07 A2976 RMK AO2 PK WND 29026/0233 RAE0153B40 SLP068 P0001 60007 T01110072 53014 $
NYC,2015-01-05 03:51,51.08,37.94,60.60,290.00,12.00,T,29.77,1007.40,10.00,24.00,BKN,M,M,M,11000.00,M,M,M,M,M,M,M,27.00,290.00,2015-01-05 03:31,51.08,KNYC 050351Z AUTO 29012G24KT 10SM BKN110 11/03 A2977 RMK AO2 PK WND 29027/0331 RAE06 SLP074 P0000 T01060033 $
NYC,2015-01-05 04:51,50.00,26.96,40.55,280.00,16.00,0.00,29.80,1008.40,10.00,40.00,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,40.00,260.00,2015-01-05 04:44,43.88,KNYC 050451Z AUTO 28016G40KT 10SM SCT110 10/M03 A2980 RMK AO2 PK WND 26040/0444 SLP084 T01001028 401330050 $
NYC,2015-01-05 05:51,46.94,26.06,43.81,290.00,9.00,0.00,29.82,1009.10,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,30.00,280.00,2015-01-05 05:16,42.09,KNYC 050551Z AUTO 29009G22KT 10SM CLR 08/M03 A2982 RMK AO2 PK WND 28030/0516 SLP091 60007 T00831033 10128 20083 53022 $
NYC,2015-01-05 06:51,46.04,26.96,M,M,M,0.00,29.85,1010.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KNYC 050651Z AUTO 10SM CLR 08/M03 A2985 RMK AO2 SLP100 T00781028 $
NYC,2015-01-05 07:51,44.06,26.06,48.87,280.00,9.00,0.00,29.89,1011.30,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,38.51,KNYC 050751Z AUTO 28009G23KT 10SM CLR 07/M03 A2989 RMK AO2 SLP113 T00671033 $
NYC,2015-01-05 08:51,42.98,24.08,46.91,290.00,11.00,0.00,29.90,1011.50,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,26.00,300.00,2015-01-05 07:59,36.34,KNYC 050851Z AUTO 29011G22KT 10SM CLR 06/M04 A2990 RMK AO2 PK WND 30026/0759 SLP115 T00611044 51024 $
NYC,2015-01-05 09:51,42.08,24.08,48.56,280.00,8.00,0.00,29.92,1012.30,10.00,22.00,BKN,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,36.53,KNYC 050951Z AUTO 28008G22KT 250V320 10SM BKN055 06/M04 A2992 RMK AO2 SLP123 T00561044 $
NYC,2015-01-05 10:51,41.00,23.00,48.39,290.00,14.00,0.00,29.95,1013.20,10.00,26.00,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,26.00,290.00,2015-01-05 10:49,32.76,KNYC 051051Z AUTO 29014G26KT 240V310 10SM FEW050 05/M05 A2995 RMK AO2 PK WND 29026/1049 SLP132 T00501050 $
NYC,2015-01-05 11:51,41.00,17.96,39.05,290.00,11.00,0.00,30.00,1015.00,10.00,25.00,OVC,M,M,M,4800.00,M,M,M,M,M,M,M,30.00,280.00,2015-01-05 11:01,33.84,KNYC 051151Z AUTO 29011G25KT 10SM OVC048 05/M08 A3000 RMK AO2 PK WND 28030/1101 SLP150 70012 T00501078 10083 20050 53035 $
NYC,2015-01-05 12:51,39.02,15.98,38.72,290.00,13.00,0.00,30.06,1017.20,10.00,24.00,BKN,M,M,M,6000.00,M,M,M,M,M,M,M,26.00,260.00,2015-01-05 11:53,30.56,KNYC 051251Z AUTO 29013G24KT 10SM BKN060 04/M09 A3006 RMK AO2 PK WND 26026/1153 SLP172 T00391089 $
NYC,2015-01-05 13:51,39.02,15.98,38.72,270.00,12.00,0.00,30.09,1018.20,10.00,28.00,FEW,M,M,M,5500.00,M,M,M,M,M,M,M,30.00,270.00,2015-01-05 13:13,30.94,KNYC 051351Z AUTO 27012G28KT 250V330 10SM FEW055 04/M09 A3009 RMK AO2 PK WND 27030/1313 SLP182 T00391089 $
NYC,2015-01-05 14:51,37.94,15.08,38.84,270.00,6.00,0.00,30.12,1019.20,10.00,25.00,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,29.00,290.00,2015-01-05 14:12,32.68,KNYC 051451Z AUTO 27006G25KT 10SM OVC060 03/M09 A3012 RMK AO2 PK WND 29029/1412 SLP192 T00331094 51042 $
NYC,2015-01-05 15:51,35.96,3.02,24.43,290.00,14.00,0.00,30.16,1020.30,10.00,33.00,CLR,M,M,M,M,M,M,M,M,M,M,M,33.00,300.00,2015-01-05 15:48,26.27,KNYC 051551Z AUTO 29014G33KT 10SM CLR 02/M16 A3016 RMK AO2 PK WND 30033/1548 SLP203 T00221161 $
NYC,2015-01-05 16:51,35.96,5.00,26.76,M,6.00,0.00,30.14,1019.90,10.00,23.00,BKN,M,M,M,7000.00,M,M,M,M,M,M,M,33.00,290.00,2015-01-05 15:56,30.30,KNYC 051651Z AUTO VRB06G23KT 10SM BKN070 02/M15 A3014 RMK AO2 PK WND 29033/1556 SLP199 T00221150 $
NYC,2015-01-05 17:51,35.96,6.08,28.12,280.00,8.00,0.00,30.14,1019.90,10.00,17.00,BKN,M,M,M,7000.00,M,M,M,M,M,M,M,29.00,270.00,2015-01-05 16:56,28.99,KNYC 051751Z AUTO 28008G17KT 10SM BKN070 02/M14 A3014 RMK AO2 PK WND 27029/1656 SLP199 T00221144 10050 20017 50006 $
NYC,2015-01-05 18:51,35.96,3.92,M,M,M,0.00,30.16,1020.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KNYC 051851Z AUTO 10SM CLR 02/M16 A3016 RMK AO2 SLP205 T00221156 $
NYC,2015-01-05 19:51,33.98,3.02,26.43,M,6.00,0.00,30.19,1021.60,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,27.00,300.00,2015-01-05 19:27,27.91,KNYC 051951Z AUTO VRB06G23KT 10SM CLR 01/M16 A3019 RMK AO2 PK WND 30027/1927 SLP216 T00111161 $
NYC,2015-01-05 20:51,33.08,6.98,32.85,290.00,13.00,0.00,30.22,1022.70,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.95,KNYC 052051Z AUTO 29013G22KT 10SM CLR 01/M14 A3022 RMK AO2 SLP227 T00061139 53028 $
NYC,2015-01-05 21:51,32.00,1.04,26.11,290.00,9.00,0.00,30.26,1024.00,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.51,KNYC 052151Z AUTO 29009G23KT 10SM CLR 00/M17 A3026 RMK AO2 SLP240 T00001172 $
NYC,2015-01-05 22:51,30.02,5.00,33.97,310.00,12.00,0.00,30.29,1025.00,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.48,KNYC 052251Z AUTO 31012G19KT 10SM CLR M01/M15 A3029 RMK AO2 SLP250 T10111150 $
NYC,2015-01-05 23:51,28.94,1.04,29.56,310.00,8.00,0.00,30.36,1027.40,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.34,KNYC 052351Z AUTO 31008G18KT 10SM CLR M02/M17 A3036 RMK AO2 PRESRR SLP274 T10171172 10022 21017 53046 $
NYC,2015-01-06 00:51,26.96,-2.92,26.60,300.00,10.00,0.00,30.36,1027.40,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.65,KNYC 060051Z AUTO 30010G22KT 270V330 10SM CLR M03/M19 A3036 RMK AO2 SLP274 T10281194 $
NYC,2015-01-06 01:51,24.98,1.94,36.30,M,3.00,0.00,30.39,1028.30,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.66,KNYC 060151Z AUTO VRB03G16KT 10SM CLR M04/M17 A3039 RMK AO2 SLP283 T10391167 $
NYC,2015-01-06 02:51,23.00,-0.04,35.95,300.00,5.00,0.00,30.40,1028.70,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.71,KNYC 060251Z AUTO 30005G16KT 10SM CLR M05/M18 A3040 RMK AO2 SLP287 T10501178 53013 $
